"","Player","Overs","Mdns","Runs","Wkts","Econ","Inns","","Opposition","Ground","Start Date","","Country","Date","Year","Day","Month","Yday","BPO","type"
"2073","MT Renshaw (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2074","DA Warner (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2075","MS Wade (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2076","PSP Handscomb (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2077","HWR Cartwright (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2078","UT Khawaja (AUS)",NA,NA,NA,"-","-","4","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"2079","L Ronchi (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2080","NT Broom (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2081","TC Bruce (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2082","C Munro (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2083","CJ Anderson (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2084","KS Williamson (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Napier","3 Jan 2017","","NZ",2017-01-03,2017,3,1,3,6,"T20I"
"2085","Tamim Iqbal (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"2086","Nurul Hasan (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"2087","Imrul Kayes (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"2088","Sabbir Rahman (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"2089","Mahmudullah (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"2090","Tamim Iqbal (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","6 Jan 2017","","BDESH",2017-01-06,2017,6,1,6,6,"T20I"
"2091","Imrul Kayes (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","6 Jan 2017","","BDESH",2017-01-06,2017,6,1,6,6,"T20I"
"2092","Sabbir Rahman (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","6 Jan 2017","","BDESH",2017-01-06,2017,6,1,6,6,"T20I"
"2093","Nurul Hasan (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","6 Jan 2017","","BDESH",2017-01-06,2017,6,1,6,6,"T20I"
"2094","Soumya Sarkar (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","6 Jan 2017","","BDESH",2017-01-06,2017,6,1,6,6,"T20I"
"2095","JDS Neesham (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","6 Jan 2017","","NZ",2017-01-06,2017,6,1,6,6,"T20I"
"2096","L Ronchi (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","6 Jan 2017","","NZ",2017-01-06,2017,6,1,6,6,"T20I"
"2097","C Munro (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","6 Jan 2017","","NZ",2017-01-06,2017,6,1,6,6,"T20I"
"2098","TC Bruce (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","6 Jan 2017","","NZ",2017-01-06,2017,6,1,6,6,"T20I"
"2099","CJ Anderson (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","6 Jan 2017","","NZ",2017-01-06,2017,6,1,6,6,"T20I"
"2100","Imrul Kayes (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","8 Jan 2017","","BDESH",2017-01-08,2017,8,1,8,6,"T20I"
"2101","Sabbir Rahman (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","8 Jan 2017","","BDESH",2017-01-08,2017,8,1,8,6,"T20I"
"2102","Nurul Hasan (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","8 Jan 2017","","BDESH",2017-01-08,2017,8,1,8,6,"T20I"
"2103","Mahmudullah (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","8 Jan 2017","","BDESH",2017-01-08,2017,8,1,8,6,"T20I"
"2104","Tamim Iqbal (BDESH)",NA,NA,NA,"-","-","1","","v New Zealand","Mount Maunganui","8 Jan 2017","","BDESH",2017-01-08,2017,8,1,8,6,"T20I"
"2105","C Munro (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","8 Jan 2017","","NZ",2017-01-08,2017,8,1,8,6,"T20I"
"2106","CJ Anderson (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","8 Jan 2017","","NZ",2017-01-08,2017,8,1,8,6,"T20I"
"2107","TC Bruce (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","8 Jan 2017","","NZ",2017-01-08,2017,8,1,8,6,"T20I"
"2108","TA Blundell (NZ)",NA,NA,NA,"-","-","2","","v Bangladesh","Mount Maunganui","8 Jan 2017","","NZ",2017-01-08,2017,8,1,8,6,"T20I"
"2109","LRPL Taylor (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2110","TWM Latham (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2111","BJ Watling (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2112","HM Nicholls (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2113","JA Raval (NZ)",NA,NA,NA,"-","-","1","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2114","Mushfiqur Rahim (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2115","Sabbir Rahman (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2116","Mominul Haque (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2117","Tamim Iqbal (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2118","Imrul Kayes (BDESH)",NA,NA,NA,"-","-","2","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2119","LRPL Taylor (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2120","TWM Latham (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2121","C de Grandhomme (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2122","KS Williamson (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2123","BJ Watling (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2124","HM Nicholls (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2125","JA Raval (NZ)",NA,NA,NA,"-","-","3","","v Bangladesh","Wellington","12 Jan 2017","","NZ",2017-01-12,2017,12,1,12,6,"Test"
"2126","Mominul Haque (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2127","Mushfiqur Rahim (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2128","Sabbir Rahman (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2129","Tamim Iqbal (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2130","Imrul Kayes (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2131","Mahmudullah (BDESH)",NA,NA,NA,"-","-","4","","v New Zealand","Wellington","12 Jan 2017","","BDESH",2017-01-12,2017,12,1,12,6,"Test"
"2132","FDM Karunaratne (SL)",NA,NA,NA,"-","-","1","","v South Africa","Johannesburg","12 Jan 2017","","SL",2017-01-12,2017,12,1,12,6,"Test"
"2133","LD Chandimal (SL)",NA,NA,NA,"-","-","1","","v South Africa","Johannesburg","12 Jan 2017","","SL",2017-01-12,2017,12,1,12,6,"Test"
"2134","WU Tharanga (SL)",NA,NA,NA,"-","-","1","","v South Africa","Johannesburg","12 Jan 2017","","SL",2017-01-12,2017,12,1,12,6,"Test"
"2135","BKG Mendis (SL)",NA,NA,NA,"-","-","1","","v South Africa","Johannesburg","12 Jan 2017","","SL",2017-01-12,2017,12,1,12,6,"Test"
"2136","JK Silva (SL)",NA,NA,NA,"-","-","1","","v South Africa","Johannesburg","12 Jan 2017","","SL",2017-01-12,2017,12,1,12,6,"Test"
"2137","D Elgar (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2138","SC Cook (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2139","JP Duminy (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2140","T Bavuma (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2141","F du Plessis (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2142","Q de Kock (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2143","HM Amla (SA)",NA,NA,NA,"-","-","2","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2144","Q de Kock (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2145","HM Amla (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2146","D Elgar (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2147","SC Cook (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2148","T Bavuma (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2149","F du Plessis (SA)",NA,NA,NA,"-","-","3","","v Sri Lanka","Johannesburg","12 Jan 2017","","SA",2017-01-12,2017,12,1,12,6,"Test"
"2150","Azhar Ali (PAK)",NA,NA,NA,"-","-","1","","v Australia","Brisbane","13 Jan 2017","","PAK",2017-01-13,2017,13,1,13,6,"ODI"
"2151","Babar Azam (PAK)",NA,NA,NA,"-","-","1","","v Australia","Brisbane","13 Jan 2017","","PAK",2017-01-13,2017,13,1,13,6,"ODI"
"2152","Sharjeel Khan (PAK)",NA,NA,NA,"-","-","1","","v Australia","Brisbane","13 Jan 2017","","PAK",2017-01-13,2017,13,1,13,6,"ODI"
"2153","Umar Akmal (PAK)",NA,NA,NA,"-","-","1","","v Australia","Brisbane","13 Jan 2017","","PAK",2017-01-13,2017,13,1,13,6,"ODI"
"2154","Mohammad Rizwan (PAK)",NA,NA,NA,"-","-","1","","v Australia","Brisbane","13 Jan 2017","","PAK",2017-01-13,2017,13,1,13,6,"ODI"
"2155","GJ Maxwell (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"2156","CA Lynn (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"2157","DA Warner (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"2158","MS Wade (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"2159","SPD Smith (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"2160","Shahid Wasif (HKG)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"2161","Nizakat Khan (HKG)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"2162","Babar Hayat (HKG)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"2163","Waqas Khan (HKG)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"2164","CD Wallace (SCOT)",NA,NA,NA,"-","-","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"2165","MH Cross (SCOT)",NA,NA,NA,"-","-","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"2166","KJ Coetzer (SCOT)",NA,NA,NA,"-","-","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"2167","HG Munsey (SCOT)",NA,NA,NA,"-","-","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"2168","RD Berrington (SCOT)",NA,NA,NA,"-","-","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"2169","Najeeb Tarakai (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2170","Samiullah Shenwari (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2171","Asghar Stanikzai (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2172","Gulbadin Naib (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2173","Mohammad Shahzad (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2174","Najibullah Zadran (AFG)",NA,NA,NA,"-","-","1","","v Ireland","Abu Dhabi","14 Jan 2017","","AFG",2017-01-14,2017,14,1,14,6,"T20I"
"2175","GC Wilson (IRE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","14 Jan 2017","","IRE",2017-01-14,2017,14,1,14,6,"T20I"
"2176","WTS Porterfield (IRE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","14 Jan 2017","","IRE",2017-01-14,2017,14,1,14,6,"T20I"
"2177","PR Stirling (IRE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","14 Jan 2017","","IRE",2017-01-14,2017,14,1,14,6,"T20I"
"2178","SW Poynter (IRE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","14 Jan 2017","","IRE",2017-01-14,2017,14,1,14,6,"T20I"
"2179","GJ Thompson (IRE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","14 Jan 2017","","IRE",2017-01-14,2017,14,1,14,6,"T20I"
"2180","Sharjeel Khan (PAK)",NA,NA,NA,"-","-","1","","v Australia","Melbourne","15 Jan 2017","","PAK",2017-01-15,2017,15,1,15,6,"ODI"
"2181","Asad Shafiq (PAK)",NA,NA,NA,"-","-","1","","v Australia","Melbourne","15 Jan 2017","","PAK",2017-01-15,2017,15,1,15,6,"ODI"
"2182","Umar Akmal (PAK)",NA,NA,NA,"-","-","1","","v Australia","Melbourne","15 Jan 2017","","PAK",2017-01-15,2017,15,1,15,6,"ODI"
"2183","Mohammad Rizwan (PAK)",NA,NA,NA,"-","-","1","","v Australia","Melbourne","15 Jan 2017","","PAK",2017-01-15,2017,15,1,15,6,"ODI"
"2184","Babar Azam (PAK)",NA,NA,NA,"-","-","1","","v Australia","Melbourne","15 Jan 2017","","PAK",2017-01-15,2017,15,1,15,6,"ODI"
"2185","UT Khawaja (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Melbourne","15 Jan 2017","","AUS",2017-01-15,2017,15,1,15,6,"ODI"
"2186","GJ Maxwell (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Melbourne","15 Jan 2017","","AUS",2017-01-15,2017,15,1,15,6,"ODI"
"2187","DA Warner (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Melbourne","15 Jan 2017","","AUS",2017-01-15,2017,15,1,15,6,"ODI"
"2188","MS Wade (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Melbourne","15 Jan 2017","","AUS",2017-01-15,2017,15,1,15,6,"ODI"
"2189","SPD Smith (AUS)",NA,NA,NA,"-","-","2","","v Pakistan","Melbourne","15 Jan 2017","","AUS",2017-01-15,2017,15,1,15,6,"ODI"
"2190","V Kohli (INDIA)",NA,NA,NA,"-","-","1","","v England","Pune","15 Jan 2017","","INDIA",2017-01-15,2017,15,1,15,6,"ODI"
"2191","MS Dhoni (INDIA)",NA,NA,NA,"-","-","1","","v England","Pune","15 Jan 2017","","INDIA",2017-01-15,2017,15,1,15,6,"ODI"
"2192","KL Rahul (INDIA)",NA,NA,NA,"-","-","1","","v England","Pune","15 Jan 2017","","INDIA",2017-01-15,2017,15,1,15,6,"ODI"
"2193","S Dhawan (INDIA)",NA,NA,NA,"-","-","1","","v England","Pune","15 Jan 2017","","INDIA",2017-01-15,2017,15,1,15,6,"ODI"
"2194","JC Buttler (ENG)",NA,NA,NA,"-","-","2","","v India","Pune","15 Jan 2017","","ENG",2017-01-15,2017,15,1,15,6,"ODI"
"2195","EJG Morgan (ENG)",NA,NA,NA,"-","-","2","","v India","Pune","15 Jan 2017","","ENG",2017-01-15,2017,15,1,15,6,"ODI"
"2196","AD Hales (ENG)",NA,NA,NA,"-","-","2","","v India","Pune","15 Jan 2017","","ENG",2017-01-15,2017,15,1,15,6,"ODI"
"2197","JJ Roy (ENG)",NA,NA,NA,"-","-","2","","v India","Pune","15 Jan 2017","","ENG",2017-01-15,2017,15,1,15,6,"ODI"
"2198","PW Borren (NL)",NA,NA,NA,"-","-","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"2199","BN Cooper (NL)",NA,NA,NA,"-","-","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"2200","W Barresi (NL)",NA,NA,NA,"-","-","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"2201","PM Seelaar (NL)",NA,NA,NA,"-","-","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"2202","SJ Myburgh (NL)",NA,NA,NA,"-","-","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"2203","A Poulose (OMAN)",NA,NA,NA,"-","-","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"2204","Naseem Khushi (OMAN)",NA,NA,NA,"-","-","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"2205","Aqib Ilyas (OMAN)",NA,NA,NA,"-","-","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"2206","Sultan Ahmed (OMAN)",NA,NA,NA,"-","-","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"2207","Khurram Nawaz (OMAN)",NA,NA,NA,"-","-","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"2208","Khurram Nawaz (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2209","A Poulose (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2210","Naseem Khushi (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2211","Sultan Ahmed (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2212","Mehran Khan (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2213","Aqib Ilyas (OMAN)",NA,NA,NA,"-","-","1","","v Hong Kong","Abu Dhabi","16 Jan 2017","","OMAN",2017-01-16,2017,16,1,16,6,"T20I"
"2214","Shahid Wasif (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2215","C Carter (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2216","Nizakat Khan (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2217","Anshuman Rath (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2218","Babar Hayat (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2219","Waqas Khan (HKG)",NA,NA,NA,"-","-","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"2220","Mohammad Shahzad (AFG)",NA,NA,NA,"-","-","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"2221","Najibullah Zadran (AFG)",NA,NA,NA,"-","-","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"2222","Najeeb Tarakai (AFG)",NA,NA,NA,"-","-","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"2223","Samiullah Shenwari (AFG)",NA,NA,NA,"-","-","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"2224","Asghar Stanikzai (AFG)",NA,NA,NA,"-","-","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"2225","Shaiman Anwar (UAE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","16 Jan 2017","","UAE",2017-01-16,2017,16,1,16,6,"T20I"
"2226","Ghulam Shabber (UAE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","16 Jan 2017","","UAE",2017-01-16,2017,16,1,16,6,"T20I"
"2227","Muhammad Usman (UAE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","16 Jan 2017","","UAE",2017-01-16,2017,16,1,16,6,"T20I"
"2228","Rameez Shahzad (UAE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","16 Jan 2017","","UAE",2017-01-16,2017,16,1,16,6,"T20I"
"2229","Rohan Mustafa (UAE)",NA,NA,NA,"-","-","2","","v Afghanistan","Abu Dhabi","16 Jan 2017","","UAE",2017-01-16,2017,16,1,16,6,"T20I"
"2230","PW Borren (NL)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","17 Jan 2017","","NL",2017-01-17,2017,17,1,17,6,"T20I"
"2231","BN Cooper (NL)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","17 Jan 2017","","NL",2017-01-17,2017,17,1,17,6,"T20I"
"2232","W Barresi (NL)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","17 Jan 2017","","NL",2017-01-17,2017,17,1,17,6,"T20I"
"2233","MP O'Dowd (NL)",NA,NA,NA,"-","-","1","","v Scotland","Abu Dhabi","17 Jan 2017","","NL",2017-01-17,2017,17,1,17,6,"T20I"
